"","CSCO.Close"
"1",0.0259846978969844
"2",0.000351308640581749
"3",0.00560421801637334
"4",-0.00560421801637334
"5",0.00734914956616661
"6",0.000348649117203337
"7",0.00798473244194087
"8",-0.0309012994608371
"9",-0.0385362470501169
"10",-0.0198396546681185
"11",0.00940740674789531
"12",-0.00638739701656155
"13",-0.0186423500999995
"14",0.0321205773494011
"15",-0.0252319928954989
"16",0.00494583479064392
"17",-0.00532729580543378
"18",0.00152500985569493
"19",0.0139968614950723
"20",-0.00112764527777642
"21",0.0204734123058099
"22",0.0135409573757448
"23",-0.00839570530433109
"24",0.0292597714839999
"25",0.00177837503348766
"26",-0.0153986933628083
"27",-0.00615379317550291
"28",-0.0131581208883311
"29",0.010248955200221
"30",0.00363504593776875
"31",-0.00145239679584419
"32",0.00507431317146922
"33",-0.0101745428993194
"34",0.000730230056731784
"35",0.00400656154245871
"36",-0.0098630936551718
"37",-0.0578064988988856
"38",0.00890623505637222
"39",-0.0034756164843599
"40",-0.0215062447466563
"41",0.00630419764418022
"42",0.0194482994631251
"43",-0.00347281846233782
"44",0.0107651556581825
"45",-0.0026804534524798
"46",0.00344497948360223
"47",-0.025935264377674
"48",0.0136321487900579
"49",-0.00154862596858907
"50",0.00694987366754951
"51",0.0118570525075059
"52",0.00151979515423051
"53",0.0169400245687426
"54",-0.0158016825968024
"55",-0.00684934158494332
"56",0.00571099961300314
"57",-0.0156880967645621
"58",-0.00890956873889381
"59",-0.0105614513776509
"60",0.00392469098896786
"61",-0.00510509639850554
"62",0.0175614269299476
"63",0.00962471337420956
"64",-0.00153378100493473
"65",0.00535791561127619
"66",-0.00804760028159057
"67",-0.00772498998542703
"68",0.00695512850071633
"69",0.0269722338787348
"70",-0.0022513705147178
"71",0.008230461570776
"72",0.00111714774014438
"73",-0.00709623879620258
"74",0.0115522059824906
"75",-0.0153073737448142
"76",-0.00945007977688128
"77",0.0169464040961071
"78",-0.00862566758116134
"79",0.017917687261122
"80",-0.0107868256104888
"81",0.00447765665137601
"82",0.0297105654736618
"83",0.00108365549554046
"84",0.00755259825385579
"85",-0.0035894152606466
"86",0.0195841046372727
"87",-0.067457716623923
"88",-0.00833334352186865
"89",0.0128496854951412
"90",-0.0128496854951412
"91",-0.00610463551673268
"92",0.0133056898064745
"93",-0.00758149940064801
"94",-0.00266725248622146
"95",0.00722303097033272
"96",-0.00113697186519524
"97",-0.0152850511183873
"98",-0.0221928131441973
"99",0.00471328445209851
"100",0.0147805102289027
"101",0.0187421439165987
"102",0.0198843921544367
"103",-0.00223127645135435
"104",0.00556893947935144
"105",0.00700984226213253
"106",-0.0223057942790033
"107",-0.0286006148332154
"108",0.024079130114369
"109",-0.00606062461169099
"110",-0.0099275731334032
"111",0.0178746725191119
"112",0.0112444585947076
"113",0.0206572823277784
"114",-0.0065934307213511
"115",0.00330214951691676
"116",-0.00366965549421971
"117",0.0044020246359322
"118",-0.0147495299260618
"119",0.00407789250775847
"120",0.00442964909565857
"121",0.00441015047755267
"122",0.021045769515796
"123",0
"124",0.00143519941095871
"125",0.00750141055544828
"126",0.00956270772956147
"127",0.00351858209599154
"128",-0.000702670443528675
"129",-0.0049331319211241
"130",0.0157704690522458
"131",0.0355228271014654
"132",0.00301558288552917
"133",0
"134",-0.00536730582983402
"135",-0.00980230918194014
"136",0.0168410845635489
