DATE,GBP1MTD156N
2020-05-20,0.132
2020-05-21,0.11988
2020-05-22,0.11488
2020-05-25,.
2020-05-26,0.10163
2020-05-27,0.09738
2020-05-28,0.097
2020-05-29,0.09238
2020-06-01,0.10263
2020-06-02,0.10863
2020-06-03,0.09625
2020-06-04,0.09238
2020-06-05,0.09225
2020-06-08,0.09125
2020-06-09,0.09538
2020-06-10,0.09538
2020-06-11,0.09263
2020-06-12,0.0945
2020-06-15,0.09413
2020-06-16,0.08713
2020-06-17,0.08613
2020-06-18,0.08975
2020-06-19,0.10263
2020-06-22,0.1015
2020-06-23,0.102
2020-06-24,0.09975
2020-06-25,0.0985
2020-06-26,0.09175
2020-06-29,0.09163
2020-06-30,0.09025
2020-07-01,0.08413
2020-07-02,0.08025
2020-07-03,0.07525
2020-07-06,0.076
2020-07-07,0.07763
2020-07-08,0.07863
2020-07-09,0.07475
2020-07-10,0.07538
2020-07-13,0.07275
2020-07-14,0.07125
2020-07-15,0.06913
2020-07-16,0.06663
2020-07-17,0.06588
2020-07-20,0.065
2020-07-21,0.06475
2020-07-22,0.0675
2020-07-23,0.0675
2020-07-24,0.068
2020-07-27,0.07025
2020-07-28,0.06838
2020-07-29,0.06488
2020-07-30,0.06425
2020-07-31,0.05863
2020-08-03,0.05988
2020-08-04,0.06013
2020-08-05,0.0605
2020-08-06,0.06213
2020-08-07,0.06075
2020-08-10,0.059
2020-08-11,0.06063
2020-08-12,0.06175
2020-08-13,0.05963
2020-08-14,0.05713
2020-08-17,0.0555
2020-08-18,0.0525
2020-08-19,0.052
2020-08-20,0.05175
2020-08-21,0.051
2020-08-24,0.05413
2020-08-25,0.05463
2020-08-26,0.05438
2020-08-27,0.05588
2020-08-28,0.05438
2020-08-31,.
2020-09-01,0.05663
2020-09-02,0.055
2020-09-03,0.05288
2020-09-04,0.054
2020-09-07,0.054
2020-09-08,0.05638
2020-09-09,0.05463
2020-09-10,0.05213
2020-09-11,0.05088
2020-09-14,0.04925
2020-09-15,0.049
2020-09-16,0.05188
2020-09-17,0.04938
2020-09-18,0.049
2020-09-21,0.04663
2020-09-22,0.049
2020-09-23,0.05088
2020-09-24,0.0485
2020-09-25,0.04663
2020-09-28,0.04588
2020-09-29,0.04675
2020-09-30,0.04538
2020-10-01,0.045
2020-10-02,0.0445
2020-10-05,0.04575
2020-10-06,0.04638
2020-10-07,0.04588
2020-10-08,0.04838
2020-10-09,0.0455
2020-10-12,0.04288
2020-10-13,0.04288
2020-10-14,0.043
2020-10-15,0.04763
2020-10-16,0.04363
2020-10-19,0.04475
2020-10-20,0.046
2020-10-21,0.04563
2020-10-22,0.046
2020-10-23,0.04638
2020-10-26,0.04313
2020-10-27,0.0445
2020-10-28,0.04313
2020-10-29,0.04538
2020-10-30,0.04338
2020-11-02,0.04175
2020-11-03,0.0435
2020-11-04,0.043
2020-11-05,0.04225
2020-11-06,0.04438
2020-11-09,0.04263
2020-11-10,0.0425
2020-11-11,0.04313
2020-11-12,0.042
2020-11-13,0.0435
