"","x"
"227",0.0279499396211218
"228",0.0643978922570652
"229",-0.0138970987953035
"230",0.010021785709533
"231",0.00110246301864869
"232",-0.0528045487099718
"233",0.0140262243578313
"234",0.0192850321691909
"235",-0.0209816782489618
"236",0.0285928002003955
"237",-0.0600143909329756
"238",0.00674964454952409
"239",-0.0194753033236168
"240",0.0104498244548168
"241",-0.00973054653720329
"242",-0.0347233889734371
"243",0.0130650366146829
"244",-0.00732498908593815
"245",0.033621950409878
"246",0.0222692768249528
"247",0.0109975120628469
"248",-0.0221173863162765
"249",-4.71584610410858e-05
"250",0.0145673479966666
"251",-0.0352573929865221
"252",-0.0133840131265544
"253",-0.0242618967954273
"254",-0.0263533070992619
"255",-0.0272249386497432
"256",0.0118034157248843
"257",0.0265543516235622
"258",0.00925067109078803
"259",0.0145360286031364
"260",-0.0423418759612053
"261",0.02154696873753
"262",-0.0335698947637217
"263",-0.0199376707661134
"264",0.0184180645234209
"265",0.044613617468749
"266",-0.000953370713254742
"267",-0.0401006292956803
"268",0.025180655867941
"269",-0.00101961262195793
"270",0.0126712286462451
"271",0.00502387384176473
"272",0.0404149763010331
"273",-0.0341704200717894
"274",-0.0560224390371218
"275",-0.0142696796153601
"276",0.0174249514136919
"277",-0.0179593197390631
"278",-0.00643543806022073
"279",-0.0284860533394866
"280",-0.00260511200699831
"281",-0.0202955617523672
"282",0.0104235441859926
"283",-0.026179064714368
"284",0.019655935319725
"285",-0.0118042458661609
"286",0.0143961280413354
"287",-0.00197147664110542
"288",-0.0266256031648364
"289",0.0458354967695271
"290",-0.0229381022032742
"291",-0.0408337383641726
"292",-0.0271894069838305
"293",-0.00900575615625598
"294",0.00833918440607828
"295",-0.039063165039436
"296",0.00891078307936777
"297",-0.028451181655722
"298",0.0470195177657846
"299",-0.000368081454302782
"300",0.0147970854638064
"301",-0.0532549092494072
"302",-0.0379413892977949
"303",0.150739404329062
"304",-0.0532164316023049
"305",0.075963930027144
"306",-0.00418398969730482
"307",0.00418398969730482
"308",-0.0233741541123456
"309",-0.0427280937436665
"310",-0.0221904053672866
"311",0.00569976083094748
"312",0.0670521495783918
"313",5.65063755733064e-05
"314",-0.00192414324091938
"315",-0.00642178220587564
"316",0.0188072190916033
"317",0.000950692154223276
"318",-0.0269673893184201
"319",-0.0208310412031594
"320",-0.0192399005301667
"321",-0.0224253527699299
"322",0.00372190559321872
"323",0.0291093681521977
"324",0.0178811911808205
"325",0.0444921093794637
"326",0.00260872690869096
"327",-0.00355397430688953
"328",-0.00228336262977802
"329",0.0512960116962846
"330",0.0168601228990655
"331",-0.00920891280271974
"332",0.0127442862072922
"333",-0.00682204463777758
"334",0.0393473637233397
"335",0.00611041157245218
"336",-0.0158538211104737
"337",0.00248274140128935
"338",-0.040535306920896
"339",-0.0108085932069883
"340",0.00196905416299842
"341",0.0209914119090282
"342",-0.00915254411756816
"343",-0.00105134318846734
"344",-0.00797369241187607
"345",-0.00787738810324079
"346",-0.0147497159196419
"347",-0.0107407791552863
"348",-0.0212177973922225
"349",-0.0078696807960652
"350",-0.0260705255235338
"351",0.00738691615593545
"352",0.00521867277588228
"353",0.00803264621524935
"354",0.000964123118274429
"355",-0.023341607381079
"356",-0.0102648399860188
"357",0.00887133146527663
"358",0.0258115840639999
"359",-0.0413884284882595
"360",-0.0219579647496593
"361",0.00870962043107593
"362",-0.0291881585563374
"363",0.0264332940139695
"364",0.0669157139890677
"365",0.0210896495917918
"366",-0.0146601470188532
"367",0.0183876522940407
"368",0.0225056241252863
"369",-0.0170491803033954
"370",-0.0285923440379339
"371",0.0188041155123697
"372",0.00913497064672697
"373",-0.041071590290505
"374",-0.009691638676947
"375",0.00194583709185636
"376",0.0024555761698597
"377",0.0195419697225523
"378",0.000559192601445879
"379",-0.0520319924217647
"380",0.0294752539279068
"381",-0.0341972729370639
"382",0.0067221196170939
"383",-0.0461843017455541
"384",-0.0237283315124932
"385",-0.00549813371804042
"386",0.0911535966863397
"387",0.0473401232771451
"388",0.0087892841998265
"389",-0.0113306147478127
"390",0.0393738520911278
"391",-0.000904461264748413
"392",-0.0413499822745074
"393",-0.00891564472796347
"394",-0.0327712226754837
"395",0.049258320302739
"396",0.0246885457510926
"397",-0.0115071367888788
"398",-0.0111464001752619
"399",-0.023009957482901
"400",0.0162287975204345
"401",-0.00677178973379888
"402",-0.0410424824814033
"403",0.0207885918181692
"404",0.0115837035747894
"405",-0.0619949243674478
"406",-0.0144494327447733
"407",0.0101964867307167
"408",-0.0206818368073414
"409",-0.0194301028532715
"410",-0.0128287072230009
"411",0.00158102799731896
"412",-0.0116313766369096
"413",0.0214409126947794
"414",-0.0259902492734581
"415",0.00128359553558965
"416",-0.00276186308704673
"417",0.0400293336302013
"418",0.0131370764730114
"419",0.00819954162520187
"420",0.0137568261197432
"421",-0.0408568413973036
"422",0.0144385244592575
"423",0.0389873744392464
"424",-0.0486517073639625
"425",-0.0255605099909779
"426",-0.00355983472300547
"427",-0.0181215082664421
"428",-0.129343714942455
"429",-0.0185473645457099
"430",-0.149849452779751
"431",-0.0584435958700746
"432",0.18386360025825
"433",-0.0720241267822308
"434",0.0347429807137924
"435",0.0616354469077223
"436",0.0186225120980019
"437",0.0182096146782165
"438",-0.133873151749499
"439",0.0587221606711434
"440",0.0495339351222768
"441",-0.0222532643844415
"442",-0.0272806707378352
"443",-0.0317486983145798
"444",-0.0753494372417869
"445",-0.0175443096509094
"446",-0.108807965547928
"447",-0.132193169382504
"448",0.223143517530426
"449",0.101840831533048
"450",-0.0826566430901838
"451",-0.00665043450201352
"452",0.0167626417942994
"453",0.061087665733119
"454",-0.00123534708924478
"455",-0.0532252016384467
"456",-0.0579664671560085
"457",-0.0783250197189558
"458",-0.0778539220880532
"459",0.00740151419792756
"460",0.0427822803041193
"461",-0.0694245208904301
"462",0.0151410658168691
"463",-0.037561594684246
"464",0.0642298417664069
"465",-0.0830384184077415
"466",-0.0798520847589428
"467",-0.0371020725630311
"468",-0.088251071919764
"469",0.0475790747224609
"470",-0.111658934963677
"471",0.0467989624160916
"472",-0.0476976742531328
"473",-0.0656480959266936
"474",-0.00738845308231628
"475",-0.117017554074654
"476",-0.0593568502077129
"477",0.0248802310114487
"478",0.23481773054825
"479",0.0626641916468778
"480",0.0636848690444856
"481",0.0320304960241771
"482",-0.183309455695118
"483",-0.0116245112659126
"484",0.0589942908338834
"485",-0.0208096319510034
"486",0.0461565036911429
"487",0.0870231722630352
"488",-0.058447863599481
"489",-0.0171868129930699
"490",-0.0257731629869813
"491",-0.0286669472881904
"492",-0.0190765699851694
"493",0.134133092406528
"494",0.0359258045628517
"495",0.0159923320701179
"496",0.00845881364852996
"497",-0.0473048687141464
"498",-0.0236542307915082
"499",0.0163549544742079
"500",-0.00616760685816331
"501",0.00773618234317563
"502",0.0693759416202333
"503",0.0279982366785001
"504",0.0276968096906414
"505",0.0230156791313201
"506",-0.000788776882282072
"507",-0.0486210768966808
"508",0.0107117024278507
"509",-0.0175992965351588
"510",-0.0773948835742324
"511",0.00321357698534097
"512",-0.0290365559222829
"513",-0.0248808975843131
"514",-0.0106210008958634
"515",-0.210222620482617
"516",0.166144119070216
"517",0.0160366310790927
"518",0.0531851374260395
"519",-0.00952333661513283
"520",0.0532725325960381
"521",0.113885222832506
"522",-0.0584604423215174
"523",-0.0243511322812635
"524",0.0345743134455141
"525",-0.0091358011194087
"526",0.0604470557381589
"527",0.0539894076265011
"528",0.0392828677202308
"529",0.0135762550789638
"530",-0.0796000995357664
"531",0.0465752911574384
"532",0.00914403339542869
"533",0.00906109417264744
"534",-0.118055215003998
"535",-0.0142179588804128
"536",0.0177120574533696
"537",-0.0166475827874892
"538",-0.0549147569444663
"539",0.149483196442899
"540",-0.0334640846240539
"541",0.0244973419161889
"542",-0.0116794426653204
"543",-0.0542563848403139
"544",-0.0462605489397587
"545",0.0369441195037545
"546",-0.0448666666916102
"547",-0.0771813155144221
"548",-0.0227283180830486
"549",0.142550800102598
"550",0.0800787881675165
"551",0.0512662456395843
"552",0.0158126526196378
"553",-0.050867227604722
"554",0.0527884072141829
"555",0.0613196578348365
"556",-0.0581928712998847
"557",-0.0201410833472844
"558",0.139869157985854
"559",-0.0119536048961244
"560",0.0210251453485357
"561",-0.00853565261772271
"562",-0.03553785157911
"563",-0.0731120837890664
"564",0.0538680988954239
"565",0.0394855421219491
"566",0.0350131526066901
"567",0.0443527957171694
"568",-0.0233012020961754
"569",-0.00489838980731605
"570",-0.0115237768647747
"571",0.0801834881104133
"572",0.0457482482888523
"573",-0.122799383725607
"574",0.0514713768690944
"575",0
"576",-0.00488031077407136
"577",-0.0474601692150545
"578",0.04546816157597
"579",0.00107948526604495
"580",0.0190716840006768
"581",-0.0123715886549007
"582",-0.00330306651872903
"583",-0.00190424365196229
"584",0.0525438753278795
"585",0.0103254984960133
"586",-0.0111120791958417
"587",0.0542163221906655
"588",0.00772199408941621
"589",0.0293002815038816
"590",-0.0402326109497064
"591",0.042886713895629
"592",-0.0276736043606727
"593",-0.0027286789739982
"594",-0.0464814013816266
"595",0.0330244648597029
"596",0.00597007743346634
"597",0.063072606183856
"598",-0.0140698774385193
"599",-0.0339381399826246
"600",0.00526318454883778
"601",-0.0059230034617439
"602",0.0409539761235242
"603",-0.0144653165014228
"604",0.0326031770246118
"605",-0.000553122202909151
"606",-0.00166150950319555
"607",-0.00834901510720343
"608",-0.00687054724132796
"609",0.050212914599955
"610",-0.00308232625545557
"611",-0.00443899705084938
"612",0.00645028096189826
"613",-0.0177713726634323
"614",-0.0104856463461003
"615",0.00337016730689754
"616",-0.0182232935187336
"617",0.00800929868472178
"618",-0.031211861141256
"619",0.0237618144984895
"620",0.000279568165193034
"621",-0.0436994637580721
"622",0.0300526358154132
"623",0.0102875204117767
"624",0.0124008770481696
"625",0.0158674347130301
"626",0.0176971585689811
"627",-0.0129381790022931
"628",-0.000814187833931612
"629",-0.0263417578865273
"630",0.0204870202215934
"631",-0.0271297884628403
"632",-0.0283913200028811
"633",0.0330808404080578
"634",-0.00940102328951742
"635",0.0519838777834689
"636",0.00147109351563035
"637",0.0367350173940286
"638",0.0101250531469441
"639",0
"640",0.0201351394886373
"641",-0.0014382393034289
"642",0.00412168184444717
"643",0.0306242822851663
"644",-0.00442194744481306
"645",-0.00517366874430092
"646",-0.020530310945551
"647",-0.00687540065214698
"648",0.0185178720920671
"649",0.00540345780700502
"650",0.00488701631160104
"651",0.00649919976514646
"652",0.0207910249989434
"653",-0.0112705746274724
"654",-0.0187657205121559
"655",-0.0203086702733026
"656",-0.007134394069225
"657",0.028115010879497
"658",0.00438704712718696
"659",-0.010696596855805
"660",-0.0342554655113787
"661",0.0203324037078509
"662",-0.00343312355477199
"663",0.0148951369097059
"664",0.00724280732399052
"665",-0.00570391934726278
"666",0.0144115829107676
"667",0.00610473655741917
"668",-0.00561981717256632
"669",-0.00364258535566631
"670",0.00630539850831635
"671",-0.0324937773748619
"672",-0.010228855437358
"673",0.0194885057928733
"674",0.00807075187500939
"675",0.0257441757780619
"676",0.018075119222595
"677",0.026657376208246
"678",-0.000972612165183406
"679",0.0170828476196956
"680",-0.00592604362806171
"681",0.0180073359826753
"682",0.00880094237545226
"683",0.00943395544358516
"684",-0.00432199166791225
"685",0.0170154684151438
"686",-0.0101854005727091
"687",-0.00316335690433078
"688",-0.0196387491029206
"689",0.0165749650942129
"690",0.00590037766283213
"691",0.00418560654156064
"692",-0.0295061909340095
"693",0.00345787288005983
"694",0.0374825344258056
"695",0.00273126427171189
"696",0.0185455433085204
"697",-0.0122013822511606
"698",0.0059872751352712
"699",0.00448012875709392
"700",-0.0154754165702684
"701",0.0266148515750482
"702",-0.0191651869604597
"703",-0.0228428699016323
"704",0.00611030108457022
"705",-0.00291525871745701
"706",-0.0313023852932641
"707",0.024412327009113
"708",-0.0182947059485317
"709",-0.00550417541176884
"710",-0.00424602017039799
"711",-0.036780363307563
"712",0.0366123910809124
"713",-0.04823876565814
"714",0.00299249167698523
"715",0.00543404893400012
"716",-0.0123715394208732
"717",0.0227481029238605
"718",-0.00938644722768611
"719",0.0275028554423606
"720",-0.000339934293859478
"721",0.018745699837587
"722",-0.0076466757899647
"723",-0.00968367573720652
"724",0.00276831343664075
"725",-0.00367384326729248
"726",0.00169724510332703
"727",-0.0232761032638047
"728",-0.0164512345448644
"729",0.0116372473738506
"730",-0.00507094600653879
"731",-0.0129983125810957
"732",-0.0285836318769421
"733",0.0329548716072772
"734",-0.0120372584853703
"735",-0.00580336651576285
"736",-0.0142617896525161
"737",0.0177358930830138
"738",-0.0204785246218364
"739",-0.0123432436199602
"740",0.0280267279873616
"741",0.00174081745040056
"742",-0.00438792522493969
"743",0.000602264385522133
"744",-0.0204361867497012
"745",0.0137310303158547
"746",-0.0249154519749899
"747",0.0139457340652669
"748",0.0137538378367585
"749",-0.00515069154028147
"750",-0.00591051269742593
"751",0.0020756783629059
"752",-0.00128157953990637
"753",0.00219592628792498
"754",0.0155979346518755
"755",0.0127557254628821
"756",0.0248024296888048
"757",0.0175252007879774
"758",-0.0107307195896293
"759",0.0193794776806078
"760",-0.0190925740380274
"761",-0.0159022637620119
"762",-0.0220410298376708
"763",0.00742085359856315
"764",-0.00319910219757613
"765",-0.0198963352414516
"766",0.00993770915416103
"767",0.00555801231581388
"768",-0.0421166014615713
"769",-0.0428650670055157
"770",0.00556456321031895
"771",-0.0268111985019575
"772",0.0041007729253586
"773",0.0117458815635123
"774",-0.0302661563757018
"775",0.0292219163418768
"776",0.0245763129639398
"777",0.00184609659869661
"778",-0.0425513396739738
"779",0.0228327136854052
"780",-0.0200491410656829
"781",0.00915714392846034
"782",0.00744809377233935
"783",0.00273009782857869
"784",-0.000779336370107409
"785",0.0222923897170944
"786",-0.000889843094971532
"787",-0.00977674194712375
"788",0.00288543059268331
"789",0.00338786478917097
"790",-6.38779865074213e-05
"791",0.010348344928075
"792",-0.0120089124734202
"793",-0.000575440392477589
"794",0.00121440138039652
"795",0.0140191141131147
"796",-0.0065093224230246
"797",0.0366642377573045
"798",0.0215854812928908
"799",0.0157857594434505
"800",-0.00584601147734798
"801",0.0181348080121886
"802",0.00908961541853426
"803",0.00832221058085914
"804",-0.00820692703793569
"805",0.0152124802141991
"806",0.0025507878735791
"807",0.00457510475883627
"808",0.00253269875864071
"809",-0.00982886526397575
"810",-0.00757861103175816
"811",-0.00240521243420044
"812",0.0028054755041973
"813",-0.011674509708012
"814",0.00680279348264712
"815",-0.0154592890779686
"816",-0.00438584357356131
"817",-0.00240577491877847
"818",0.017124321750237
"819",-0.00150268768669815
"820",0.0198140081728528
"821",0.0176478417683761
"822",-0.00211926355208192
"823",-0.00717169721243849
"824",0.00789723231591655
"825",0.0311418088248079
"826",-0.00352119325049038
"827",-0.136862840978906
"828",0.0161722552368753
"829",-0.0206627268944661
"830",-0.00658497275337044
"831",0.000754827392966284
"832",-0.0104283391932851
"833",-0.0347124346487657
"834",0.00662141617722511
"835",0.0256101863500042
"836",0.0203632568184329
"837",-0.0985606408312192
"838",0.0291843111012033
"839",-0.000334524174397721
"840",-0.00846662095806927
"841",-0.0404171551557608
"842",0.00469664016972171
"843",0.00585732780886694
"844",-0.0130162858018785
"845",0.0361764111951173
"846",-0.0174751959716311
"847",-0.00986528807804721
"848",-0.00412773532043431
"849",-0.0377187426748682
"850",0.0197512723001525
"851",-0.0289665424268621
"852",0.0326712274715444
"853",-0.0283455784179854
"854",0.0420473468971085
"855",-0.0159799412021515
"856",0.0326058261797053
"857",-0.00477164225498861
"858",-0.0167765295927396
"859",0.0207199917989147
"860",-0.00546966443899688
"861",-0.0125049171766216
"862",-0.0254170026655345
"863",-0.00651086743380347
"864",-0.00713817578882736
"865",-0.0223980899087097
"866",0.0138823726754165
"867",-0.0163523562865358
"868",0.0255987348683453
"869",0.0011680830987375
"870",0.00189524799978447
"871",0.00624311283677326
"872",-0.00318924598525872
"873",-0.0216499265992862
"874",0.00207525458010949
"875",-0.00066662471641088
"876",0.0340843363776342
"877",-0.0217148074365223
"878",-0.0214490066663435
"879",-0.0187908106691452
"880",-0.00099085407682864
"881",-0.000457608121562814
"882",0.00896180535371904
"883",0.0266344741164968
"884",-0.0027276730961594
"885",0.019011913326346
"886",-0.00588427839923433
"887",0.0216224640131664
"888",-0.00852106411421527
"889",0.0433443605496135
"890",0.0065204733802986
"891",-0.00335792684967284
"892",0.0219297360951458
"893",-0.012977532194161
"894",-0.00299790364208441
"895",0.00564763163702775
"896",0.00554837335431291
"897",-0.00656672991012996
"898",-0.000203776794600152
"899",0.0358968758556202
"900",-0.0116019425825185
"901",0.0126500430081622
"902",0.00294183188468189
"903",0.0208017961796756
"904",-0.0031377478877479
"905",-0.00475735401531807
"906",0.00141671096661078
"907",-0.00969939746502924
"908",-0.0306802495857665
"909",0.00113836688985458
"910",-0.00900843739111146
"911",-0.00216337971912761
"912",0.00560150629621692
"913",0.00409685931387749
"914",-0.0145149822611934
"915",0.00805993030496399
"916",-0.0101702683464726
"917",-0.0191963511421047
"918",0.005058362483644
"919",-0.0200362393313815
"920",-0.0146330073346688
"921",-0.0223589934128565
"922",0.00197367660077852
"923",0.0203137936819093
"924",0.00028616198984377
"925",0.0523336340812772
"926",-0.014222366227469
"927",0.015918259262703
"928",0.0107861773991447
"929",0.00834645788360433
"930",0.0261203725098929
"931",-0.0119909943482819
"932",0.00019665672681235
"933",-0.00216543938743463
"934",-0.0082451575772291
"935",0.00607501888415207
"936",-0.00329706872882696
"937",-0.0222401191776642
"938",-0.0215722945343915
"939",0.0162226424738616
"940",-0.00872890842669793
"941",-0.00680395062891392
"942",-0.00407696390488432
"943",0.00110729423078482
"944",0.021350167820569
"945",-0.00767999142793396
"946",0.0202613796741051
"947",0.00845508839992792
"948",0.00178840917137357
"949",0.0102051975289772
"950",-0.00301782685566288
"951",0.0195836580466002
"952",-0.0030974471131815
"953",-0.0205021550651354
"954",-0.00595472188261859
"955",0.0197778713236634
"956",0.0194581489910846
"957",0.018209942592601
"958",-0.00188148686129797
"959",-0.00971437658778207
"960",-0.00234806395074649
"961",0.00570195426515063
"962",0.0116820891152729
"963",0.0191107025770627
"964",-0.0130100175510304
"965",0.00272700499729073
"966",0.0077068105244793
"967",-0.00116762645310065
"968",0.0228567117324481
"969",0.0277384459656824
"970",-0.0109914409414955
"971",-0.0157858467893286
"972",0.00401473404976027
"973",0.00292602238019324
"974",-0.0112731597957003
"975",0.00834713741550708
"976",-0.0127589294343649
"977",-0.00127280841946575
"978",0.0148088846621102
"979",-0.00407166595601272
"980",-0.0343009031493615
"981",-0.0205132430759587
"982",0.0155958138216183
"983",-0.0128109892370594
"984",0.006677177564125
"985",-0.0199106191900524
"986",0.0146860329158756
"987",0.0252389345662802
"988",-0.00116992717491282
"989",0.0020925414354549
"990",-0.00653837780018485
"991",0.0277685621617563
"992",0.00186414560569759
"993",0.0120627523362842
"994",0.00597720382286582
"995",-0.0127669796978411
"996",-0.0127504881460965
"997",-0.00455001220652562
"998",-0.00255716425495134
"999",0.012178708038264
"1000",0.0130431010644942
"1001",0.00811069178106383
"1002",-0.0118625348876558
"1003",0.0132177246456555
"1004",-0.00377559290142582
"1005",-0.00926315612095152
"1006",5.96176209244348e-05
"1007",0.00309711382380318
"1008",0.0286646565018724
"1009",0.000173339494651259
"1010",0.00530137230249483
"1011",-0.0103405962496756
"1012",-0.00886564547146396
"1013",-0.00546341208106238
"1014",-0.00235901268113548
"1015",0.0135473849013872
"1016",-0.000582630237571102
"1017",0.0197945865285067
"1018",-0.00183028537943208
"1019",-0.0480204109554885
"1020",-0.00481669293665377
"1021",0.0030732797188664
"1022",0.000601539867762568
"1023",-0.0263205581121326
"1024",-0.00414487903522787
"1025",0.0167213647367399
"1026",-0.0138737337598824
"1027",0.0113710374588738
"1028",0.0103968531333321
"1029",-0.00169501218475965
"1030",-0.00248721046363087
"1031",0.00115338586509672
"1032",0.0138573307406862
"1033",0.00846047686127793
"1034",-0.0151844620916259
"1035",-0.00404406175535943
"1036",0.00795189732306323
"1037",0.0051469380449527
"1038",0.00232537439369018
"1039",0.00534566487199495
"1040",-0.00982234875677435
"1041",0.00525054313554829
"1042",-0.0308199574874797
"1043",0.000920123985538979
"1044",0.00214379160378186
"1045",0.010226489265917
"1046",-0.00814839427589931
"1047",-0.0151960906450821
"1048",0.00235296702986343
"1049",0.0171688743599789
"1050",-0.0214454434965878
"1051",-0.0115572489566445
"1052",0.0134188877022288
"1053",0.0064885317759984
"1054",-0.0128946175426785
"1055",0.00255484796286343
"1056",-0.0141019547228316
"1057",-0.00747591562284899
"1058",-0.0184197676712277
"1059",0.0088350297582398
"1060",0.0266716700719947
"1061",0.00156167061171875
"1062",0.00361362386999797
"1063",-0.00786713617678103
"1064",0.00237919594092784
"1065",-0.012206034074099
"1066",-0.00954084320635395
"1067",0.0127010025600924
"1068",0.00377909365099161
"1069",-0.00295905388428341
"1070",0.0102249110239061
"1071",-0.00833522227260186
"1072",6.29936129525888e-05
"1073",0.0185790566803554
"1074",0.00314530470538354
"1075",-0.0089064603813247
"1076",0.00316344268619151
"1077",-0.00652400961512534
"1078",-0.00155962477803406
"1079",-0.0277268371014152
"1080",-0.00424539428478443
"1081",-0.0087405042060329
"1082",-0.0125639527311385
"1083",0.00551614220812091
"1084",0.0052904863357206
"1085",-0.00863592552576531
"1086",0.00707134472037563
"1087",-0.00267862175188061
"1088",-0.0148951211502419
"1089",0.00271867147087779
"1090",0.00191861394515858
"1091",0.00376021819681771
"1092",-0.00230720298236076
"1093",-0.00735273057582475
"1094",-0.0020631466483314
"1095",-0.0065504612055296
"1096",0.00854705421488422
"1097",-0.0168972037424924
"1098",-0.0353063193435093
"1099",-0.00907780744432429
"1100",-0.00609801904097829
"1101",0.00149242767486601
"1102",0.000213016160145685
"1103",-0.0107075049906165
"1104",-0.0317162222346967
"1105",0.00627695445611387
"1106",0.00367404347959077
"1107",-0.000733663541846674
"1108",0.000146715596593516
"1109",0.0174601337109177
"1110",0.0148182102233694
"1111",-0.0329390421362934
"1112",-0.0132324457490398
"1113",0.00704461016718216
"1114",-0.0106230469795365
"1115",-0.00681923286568331
